userid,phone_no,brand,description,os,ram,screen_size,processor,gpu,price,warranty
user2792,+91 9945937376,apple,"apple laptop with 32gb RAM, 15-inch screen, ryzen 9 processor, and rtx 3080 GPU",macos,32gb,15,ryzen 9,rtx 3080,252462,yes
user6612,+91 7055743247,mi,"mi laptop with 16gb RAM, 13-inch screen, i7 processor, and gtx 1050 GPU",macos,16gb,13,i7,gtx 1050,132241,no
user4560,+91 8781930206,lenovo,"lenovo laptop with 8gb RAM, 16-inch screen, i3 processor, and rtx 3070 GPU",macos,8gb,16,i3,rtx 3070,109576,no
user2314,+91 8945924847,acer,"acer laptop with 4gb RAM, 16-inch screen, ryzen 3 processor, and gtx 1050 GPU",linux,4gb,16,ryzen 3,gtx 1050,54402,no
user6112,+91 8682814341,hp,"hp laptop with 8gb RAM, 15-inch screen, ryzen 5 processor, and gtx 1650 GPU",macos,8gb,15,ryzen 5,gtx 1650,127999,no
user2939,+91 8385090453,apple,"apple laptop with 8gb RAM, 16-inch screen, i7 processor, and rtx 3080 GPU",macos,8gb,16,i7,rtx 3080,175000,no
user9337,+91 8321108168,lenovo,"lenovo laptop with 8gb RAM, 17-inch screen, ryzen 9 processor, and gtx 1650 GPU",macos,8gb,17,ryzen 9,gtx 1650,71382,no
user8940,+91 8877215975,asus,"asus laptop with 4gb RAM, 16-inch screen, ryzen 9 processor, and rtx 3060 GPU",linux,4gb,16,ryzen 9,rtx 3060,60152,yes
user2631,+91 9880270737,asus,"asus laptop with 2gb RAM, 16-inch screen, ryzen 5 processor, and rtx 2060 GPU",windows,2gb,16,ryzen 5,rtx 2060,37505,yes
user8493,+91 8755513107,hp,"hp laptop with 4gb RAM, 15-inch screen, i7 processor, and gtx 1650 GPU",linux,4gb,15,i7,gtx 1650,58221,no
user9847,+91 9139124311,hp,"hp laptop with 8gb RAM, 16-inch screen, i7 processor, and rtx 3080 GPU",linux,8gb,16,i7,rtx 3080,101939,yes
user8344,+91 8046917517,hp,"hp laptop with 2gb RAM, 14-inch screen, ryzen 5 processor, and gtx 1650 GPU",linux,2gb,14,ryzen 5,gtx 1650,36751,yes
user1881,+91 7896552728,mi,"mi laptop with 8gb RAM, 15-inch screen, i7 processor, and rtx 2060 GPU",windows,8gb,15,i7,rtx 2060,128955,yes
user2947,+91 8358877560,acer,"acer laptop with 16gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3060 GPU",macos,16gb,13,ryzen 7,rtx 3060,166059,no
user7614,+91 7014450165,asus,"asus laptop with 2gb RAM, 17-inch screen, i7 processor, and rtx 3070 GPU",macos,2gb,17,i7,rtx 3070,45497,no
user4260,+91 9323418491,lenovo,"lenovo laptop with 16gb RAM, 16-inch screen, i7 processor, and rtx 2060 GPU",windows,16gb,16,i7,rtx 2060,177598,yes
user1667,+91 9423575079,asus,"asus laptop with 32gb RAM, 14-inch screen, i9 processor, and rtx 2060 GPU",linux,32gb,14,i9,rtx 2060,197721,yes
user8319,+91 8965442241,lenovo,"lenovo laptop with 32gb RAM, 13-inch screen, ryzen 5 processor, and rtx 2060 GPU",linux,32gb,13,ryzen 5,rtx 2060,201528,yes
user9124,+91 8866877817,lenovo,"lenovo laptop with 32gb RAM, 14-inch screen, i3 processor, and rtx 3080 GPU",macos,32gb,14,i3,rtx 3080,264592,no
